2019-04-11 16:00:14,347 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 0620, 	 data FF00
2019-04-13 16:13:57,521 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A01, 	 data DEAD
2019-04-13 16:13:57,522 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A02, 	 data DEAD
2019-04-13 16:13:57,522 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A00, 	 data DEAD
2019-04-13 16:13:57,526 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A00, 	 data DEAD
2019-04-13 16:13:57,527 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A01, 	 data DEAD
2019-04-13 16:13:57,527 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A01, 	 data DEAD
2019-04-13 16:13:57,527 - root - ERROR - Could not align all transceivers to comma: [False, False, False, False, False, False, False, False, False]
2019-04-13 16:24:24,400 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A02, 	 data DEAD
2019-04-13 16:24:24,401 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A00, 	 data DEAD
2019-04-13 16:24:39,247 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A02, 	 data DEAD
2019-04-13 16:24:39,249 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A00, 	 data DEAD
2019-04-13 16:24:39,252 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A06, 	 data DEAD
2019-04-13 16:24:39,253 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A06, 	 data DEAD
2019-04-13 16:24:39,254 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A06, 	 data DEAD
2019-04-13 16:24:39,255 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A00, 	 data DEAD
2019-04-13 16:24:39,255 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A01, 	 data DEAD
2019-04-13 16:24:39,255 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A02, 	 data DEAD
2019-04-13 16:25:10,337 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A01, 	 data DEAD
2019-04-13 16:25:48,824 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A02, 	 data DEAD
2019-04-13 16:25:48,826 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A00, 	 data DEAD
2019-04-13 16:25:48,827 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A06, 	 data DEAD
2019-04-13 16:25:48,828 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A06, 	 data DEAD
2019-04-13 16:25:48,828 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A06, 	 data DEAD
2019-04-13 16:25:48,829 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A00, 	 data DEAD
2019-04-13 16:25:48,829 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A01, 	 data DEAD
2019-04-13 16:25:48,829 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A02, 	 data DEAD
2019-04-13 17:02:15,808 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A02, 	 data DEAD
2019-04-13 17:02:15,808 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A00, 	 data DEAD
2019-04-13 17:02:35,704 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A02, 	 data DEAD
2019-04-13 17:02:35,706 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A00, 	 data DEAD
2019-04-13 17:02:35,707 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A06, 	 data DEAD
2019-04-13 17:02:35,708 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A06, 	 data DEAD
2019-04-13 17:02:35,708 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A06, 	 data DEAD
2019-04-13 17:02:35,708 - root - ERROR - Could not lock to all sensor clocks: [True, True, True, True, True, False, True, False]
2019-04-13 17:02:35,710 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A00, 	 data DEAD
2019-04-13 17:02:35,711 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A01, 	 data DEAD
2019-04-13 17:02:35,711 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A01, 	 data DEAD
2019-04-13 17:02:35,712 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A02, 	 data DEAD
2019-04-13 17:02:35,712 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A00, 	 data DEAD
2019-04-13 17:02:35,716 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A00, 	 data DEAD
2019-04-13 17:02:35,717 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A01, 	 data DEAD
2019-04-13 17:02:35,717 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A01, 	 data DEAD
2019-04-13 17:02:35,718 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A02, 	 data DEAD
2019-04-13 17:02:35,718 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A00, 	 data DEAD
2019-04-13 17:02:35,722 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A00, 	 data DEAD
2019-04-13 17:02:35,723 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A01, 	 data DEAD
2019-04-13 17:02:35,723 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A01, 	 data DEAD
2019-04-13 17:02:35,724 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A02, 	 data DEAD
2019-04-13 17:02:35,725 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A00, 	 data DEAD
2019-04-13 17:02:35,729 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A00, 	 data DEAD
2019-04-13 17:02:35,729 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A01, 	 data DEAD
2019-04-13 17:02:35,730 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A01, 	 data DEAD
2019-04-13 17:02:35,731 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A02, 	 data DEAD
2019-04-13 17:02:35,731 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A00, 	 data DEAD
2019-04-13 17:02:35,735 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A00, 	 data DEAD
2019-04-13 17:02:35,735 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A01, 	 data DEAD
2019-04-13 17:02:35,736 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A01, 	 data DEAD
2019-04-13 17:02:35,737 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A02, 	 data DEAD
2019-04-13 17:02:35,737 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A00, 	 data DEAD
2019-04-13 17:02:35,741 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A00, 	 data DEAD
2019-04-13 17:02:35,741 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A01, 	 data DEAD
2019-04-13 17:02:35,742 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A01, 	 data DEAD
2019-04-13 17:02:35,743 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A02, 	 data DEAD
2019-04-13 17:02:35,743 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A00, 	 data DEAD
2019-04-13 17:02:35,747 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A00, 	 data DEAD
2019-04-13 17:02:35,747 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A01, 	 data DEAD
2019-04-13 17:02:35,748 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A01, 	 data DEAD
2019-04-13 17:02:35,749 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A02, 	 data DEAD
2019-04-13 17:02:35,749 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A00, 	 data DEAD
2019-04-13 17:02:35,753 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A00, 	 data DEAD
2019-04-13 17:02:35,753 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A01, 	 data DEAD
2019-04-13 17:02:35,754 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A01, 	 data DEAD
2019-04-13 17:02:35,755 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A02, 	 data DEAD
2019-04-13 17:02:35,755 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A00, 	 data DEAD
2019-04-13 17:02:35,759 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A00, 	 data DEAD
2019-04-13 17:02:35,759 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A01, 	 data DEAD
2019-04-13 17:02:35,760 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A01, 	 data DEAD
2019-04-13 17:02:35,761 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A02, 	 data DEAD
2019-04-13 17:02:35,761 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A00, 	 data DEAD
2019-04-13 17:02:35,765 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A00, 	 data DEAD
2019-04-13 17:02:35,765 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A01, 	 data DEAD
2019-04-13 17:02:35,766 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A01, 	 data DEAD
2019-04-13 17:02:35,767 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A02, 	 data DEAD
2019-04-13 17:02:35,767 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A00, 	 data DEAD
2019-04-13 17:02:35,771 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A00, 	 data DEAD
2019-04-13 17:02:35,771 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A01, 	 data DEAD
2019-04-13 17:02:35,771 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A01, 	 data DEAD
2019-04-13 17:02:35,771 - root - ERROR - Could not align all transceivers to comma: [False, False, False, False, False, False, False, False]
2019-04-13 17:03:16,198 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A02, 	 data DEAD
2019-04-13 17:03:16,199 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A00, 	 data DEAD
2019-04-13 17:03:26,246 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A02, 	 data DEAD
2019-04-13 17:03:26,248 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A00, 	 data DEAD
2019-04-13 17:03:26,249 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A06, 	 data DEAD
2019-04-13 17:03:26,249 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A06, 	 data DEAD
2019-04-13 17:03:26,250 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A06, 	 data DEAD
2019-04-13 17:03:26,250 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A00, 	 data DEAD
2019-04-13 17:03:26,250 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A01, 	 data DEAD
2019-04-13 17:03:26,251 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A02, 	 data DEAD
2019-04-13 17:03:46,619 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A01, 	 data DEAD
2019-04-13 19:10:41,686 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A02, 	 data DEAD
2019-04-13 19:10:41,687 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A00, 	 data DEAD
2019-04-13 19:10:59,938 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A02, 	 data DEAD
2019-04-13 19:10:59,940 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A00, 	 data DEAD
2019-04-13 19:10:59,941 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A06, 	 data DEAD
2019-04-13 19:10:59,942 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A06, 	 data DEAD
2019-04-13 19:10:59,943 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A06, 	 data DEAD
2019-04-13 19:10:59,943 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A00, 	 data DEAD
2019-04-13 19:10:59,944 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A01, 	 data DEAD
2019-04-13 19:10:59,944 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A02, 	 data DEAD
2019-04-13 19:18:32,283 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A02, 	 data DEAD
2019-04-13 19:18:32,283 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A00, 	 data DEAD
2019-04-13 19:18:41,600 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A02, 	 data DEAD
2019-04-13 19:18:41,602 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A00, 	 data DEAD
2019-04-13 19:18:41,605 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A06, 	 data DEAD
2019-04-13 19:18:41,606 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A06, 	 data DEAD
2019-04-13 19:18:41,607 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A06, 	 data DEAD
2019-04-13 19:18:41,608 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A00, 	 data DEAD
2019-04-13 19:18:41,608 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A01, 	 data DEAD
2019-04-13 19:18:41,609 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A02, 	 data DEAD
2019-04-13 19:32:44,803 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A02, 	 data DEAD
2019-04-13 19:32:44,803 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A00, 	 data DEAD
2019-04-13 19:32:51,810 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A02, 	 data DEAD
2019-04-13 19:32:51,812 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A00, 	 data DEAD
2019-04-13 19:32:51,813 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A06, 	 data DEAD
2019-04-13 19:32:51,813 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A06, 	 data DEAD
2019-04-13 19:32:51,814 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A06, 	 data DEAD
2019-04-13 19:32:51,814 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A00, 	 data DEAD
2019-04-13 19:32:51,815 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A01, 	 data DEAD
2019-04-13 19:32:51,815 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A02, 	 data DEAD
2019-04-13 19:46:13,238 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A02, 	 data DEAD
2019-04-13 19:46:13,238 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A00, 	 data DEAD
2019-04-13 19:46:26,599 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A02, 	 data DEAD
2019-04-13 19:46:26,601 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A00, 	 data DEAD
2019-04-13 19:46:26,604 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A06, 	 data DEAD
2019-04-13 19:46:26,605 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A06, 	 data DEAD
2019-04-13 19:46:26,606 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A06, 	 data DEAD
2019-04-13 19:46:26,606 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A00, 	 data DEAD
2019-04-13 19:46:26,607 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A01, 	 data DEAD
2019-04-13 19:46:26,607 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A02, 	 data DEAD
2019-04-14 12:43:19,063 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A02, 	 data DEAD
2019-04-14 12:43:19,063 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A00, 	 data DEAD
2019-04-14 12:43:42,251 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A02, 	 data DEAD
2019-04-14 12:43:42,253 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A00, 	 data DEAD
2019-04-14 12:43:42,254 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A06, 	 data DEAD
2019-04-14 12:43:42,255 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A06, 	 data DEAD
2019-04-14 12:43:42,255 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A06, 	 data DEAD
2019-04-14 12:43:42,256 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A00, 	 data DEAD
2019-04-14 12:43:42,256 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A01, 	 data DEAD
2019-04-14 12:43:42,257 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A02, 	 data DEAD
2019-04-14 12:46:10,769 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A02, 	 data DEAD
2019-04-14 12:46:10,769 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A00, 	 data DEAD
2019-04-14 12:46:20,015 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A02, 	 data DEAD
2019-04-14 12:46:20,017 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A00, 	 data DEAD
2019-04-14 12:46:20,018 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A06, 	 data DEAD
2019-04-14 12:46:20,018 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A06, 	 data DEAD
2019-04-14 12:46:20,019 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A06, 	 data DEAD
2019-04-14 12:46:20,019 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A00, 	 data DEAD
2019-04-14 12:46:20,020 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A01, 	 data DEAD
2019-04-14 12:46:20,020 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A02, 	 data DEAD
2019-04-19 16:09:14,962 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A02, 	 data DEAD
2019-04-19 16:09:14,962 - Communication - ERROR - communication.communication.read_reg >> returned read error from usb_if.raw data 	 rderr_flag 1, 	 address 1A00, 	 data DEAD
